sector,project,account_item,status,request_id,code,vendor,amount_total,amount_paid,amount_canceled,amount_remaining,source_request_date,payment_request_date,approval_date,payment_date,Time
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,موردين,,A.K.26-10,2101010653,شركة حديد الشفق للتجارة,"30,262","30,262",0,0,45956,45959,45959,45959,959-10-29
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,موردين,,A.K.26-10,2101010776,شركة مصدر لمواد البناء,"16,505","16,505",0,0,45956,45959,45959,45959,959-10-29
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,موردين,,A.K.26-10,2101010995,مؤسسة مريم محمد جيلاني التجارية,"13,114","13,114",0,0,45956,45959,45959,45959,959-10-29
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,موردين,,A.K.26-10,2101011118,الشركة الموحدة الرائدة للصناعة والتجارة المحدودة,"10,971","10,971",0,0,45956,45959,45959,45959,959-10-29
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,موردين,,A.K.26-10,2101010798,شركة الاراك للصناعات الخشبية المحدودة,"8,625","8,625",0,0,45956,45959,45959,45959,959-10-29
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,موردين,,A.K.26-10,2101010935,مؤسسة الواحة الانشائية للتجارة,"7,928","7,928",0,0,45956,45959,45959,45959,959-10-29
قطاع التحلية,واحة التحلية برابغ,موردين,,WA,2101010760,الشركة العربية للتشييد والبناء - خرسانة مسلحة,"15,000","15,000",0,0,45956,45956,45956,45956,1004-10-26
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,211,5104000094,فاتورة رقم  251016030603                                                  ,"1,014","1,014",0,0,45956,45956,45956,45956,443-10-25
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,211,5104000094,فاتورة رقم  251016030519                                                  ,"1,114","1,114",0,0,45956,45956,45956,45956,443-10-25
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,211,5104000094,فاتورة رقم  251016030488                                                  ,"1,014","1,014",0,0,45956,45956,45956,45956,443-10-25
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,211,5104000094,فاتورة رقم  251016031416                                                  ,"1,562","1,562",0,0,45956,45956,45956,45956,443-10-25
قطاع الإسكان,مشاريع الإسكان,موردين,,WA,2101020005,مؤسسة ألمنيوم العاصمة مبارك الدوسري,"100,000","100,000",0,0,45955,45955,45955,45955,306-10-25
قطاع الإسكان,مشاريع الإسكان,موردين,,WA,2101011100,شركة الإنشاءات الدولي للزجاج,"46,445","46,445",0,0,45955,45955,45955,45955,306-10-25
قطاع التحلية,واحة التحلية برابغ,موردين,,WA,2101020005,مؤسسة ألمنيوم العاصمة مبارك الدوسري,"28,650","28,650",0,0,45957,45958,45958,45958,839-10-27
قطاع التحلية,واحة التحلية برابغ,موردين,,WA,2101010838,جولدن جلاس للزجاج,"49,358","49,358",0,0,45957,45958,45958,45958,839-10-27
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,311,2101011071,مؤسسة انجاز العربية للمقاولات عامة ,"3,956",,0,"3,956",45957,,,,
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,327,2101011017,مؤسسة شعلة الحجاز للمقاولات,"18,400",,0,"18,400",45956,,,,
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,327,2101011078,شركة روابي المدينة للمقاولات العامة ,"9,119",0,"9,119",0,45956,-,-,-,-
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,P.O 218,2101011051,شركة درداء طيبة للتجارة,"9,105","9,105",0,0,45956,45964,45964,45964,240-11-3
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,,82,2101011202,جملة بن شيهون للكهرباء والسباكة,"3,207","3,207",0,0,45957,45957,45957,45957,528-10-26
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,مقاولين الباطن,,233,2103011573,مؤسسة سعود جمال الحداد لتأجير المعدات,"18,312",,0,"18,312",45955,45964,,,408-11-3 ® REM
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,مقاولين الباطن,,233,2103011484,مؤسسة امل صالح بن هادى اليامى ,"28,300",,0,"28,300",45955,45964,,,408-11-3 ® REM
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,مقاولين الباطن,,233,2103011572,مؤسسة الاعتماد المعمارى للمقاولات العامه ,"25,167","25,167",0,0,45955,45957,45958,45958,528-10-27
قطاع الإسكان,إسكان العاقول 300,عهدة,,11,1101000010,طلب عهدة - عوض الله عبد الحي محيى الدين,"20,000","20,000",0,0,45957,45974,45974,45974,321-11-13
قطاع الإسكان,إسكان العاقول 300,عهدة,,11,1101000010,طلب عهدة - عوض الله عبد الحي محيى الدين,"5,000","5,000",0,0,45957,45967,45967,45967,1055-11-6
قطاع الإسكان,إسكان العاقول 300,عهدة,,11,1101000010,طلب عهدة - عوض الله عبد الحي محيى الدين,"25,000",0,"25,000",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,عهدة,,11,2103011314,احمد يوسف احمد,"6,970","6,970",0,0,45957,45974,45974,45976,321-11-13
قطاع الإسكان,إسكان العاقول 300,عهدة,,11,2103011578,عبد الرحمن أحمد عبدالله,"7,020","7,020",0,0,45957,45986,45986,46352,440-11-25
قطاع الإسكان,إسكان العاقول 300,عهدة,,11,2103011581,تاج محمد راج حسين,"1,980","1,980",0,0,45957,45986,45986,46352,440-11-25
قطاع الإسكان,إسكان العاقول 300,عهدة,,11,2103010691,يوسف محمد توم,"17,430","17,430",0,0,45957,45974,45974,45976,321-11-13
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5062,2103011568,مؤسسة سيرفس وان,"25,062","25,062",0,0,45957,45972,45972,45974,304-11-11
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5062,2103011568,مؤسسة سيرفس وان,"43,231","43,231",0,0,45957,45972,45972,45974,304-11-11
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5062,2103011551, ركن الاتقان للتطوير العقاري,"5,738","5,738",0,0,45957,45972,45972,45974,304-11-11
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5062,2103011551, ركن الاتقان للتطوير العقاري,"43,231","43,231",0,0,45957,45972,45972,45974,304-11-11
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5062,2103010936,مؤسسة عبدالله النفيسة للمقاولات ,"40,922","40,922",0,0,45957,45959,45959,45959,920-10-29
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5062,2103011534,مؤسسة دوافع نجد,"6,900","6,900",0,0,45957,45959,45959,45959,920-10-29
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5062,2103011600,مؤسسة سنود القمة للمقاولات,"19,462","19,462",0,0,45957,45959,45959,45959,920-10-29
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5062,2103010902,مؤسسة ناصر جميل الشريف,"19,433","19,433",0,0,45957,45959,45959,45959,920-10-29
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5062,2103011519,شركة البناء السريع المحدودة,"89,139",,0,"89,139",45957,,,,
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5062,2103011547,مؤسسة اعمال الحمري للمقاولات,"29,931","29,931",0,0,45957,45959,45959,45959,920-10-29
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5062,2101010595,شركة المنابر للاستشارات الهندسية,"29,946","29,946",0,0,45957,45959,45959,45959,920-10-29
قطاع الإسكان,إسكان الأصالة الرياض,مقاولين الباطن,,5062,2101010595,شركة المنابر للاستشارات الهندسية,"250,000",,0,"250,000",45957,,,,
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,مقاولين الباطن,,O.J.27-10,2103011397,شركة بسيان للخدمات اللوجستية ,"12,938","12,938",0,0,45957,45967,45967,45967,1104-11-6
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سدادات,,WA,5104000016,"صديق عمر محمد يوسف	","2,000","2,000",0,0,45957,45957,45957,45957,404-10-27
قطاع الإسكان,إسكان الأصالة الرياض,عهدة,,5063,1101000017,طلب عهدة - كريم رضا,"50,000","50,000",0,0,45957,45959,45959,45959,920-10-29
قطاع الإسكان,إسكان الأصالة الرياض,عهدة,,5063,1101000017,طلب عهدة - كريم رضا,"50,000","50,000",0,0,45957,45967,45967,45967,1054-11-6
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010751,شركة مصنع بكين الامارات الدولية للصناعة,"250,000",0,"250,000",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010751,شركة مصنع بكين الامارات الدولية للصناعة,"250,000",0,"250,000",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010891,شركة انابيب المنار للصناعة,"283,880",0,"283,880",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010734,مصنع جودة الخليج للخزانات,"219,995",0,"219,995",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010648,شركة دار دوف للدهانات,"100,096",0,"100,096",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010761,شركة هضاب الخليج التجارية,"200,000",0,"200,000",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010716,شركة بيت الايمان لمواد البناء,"56,151",0,"56,151",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010772,مؤسسة فيصل عبدالله راشد المساعد التجارية,"47,197",0,"47,197",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010610,مصنع الفيبر جلاس الوطني - ابراهيم المهيدب,"45,356",0,"45,356",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010793,شركة حلول البناء المتكاملة,"31,913",0,"31,913",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010801,مصنع رفاهية الطاقة للصناعة,"30,701",0,"30,701",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010661,شركة الرمل الابيض للصناعة,"28,875",0,"28,875",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101011102,شركة المصنع السعودي لمواد البناء ARKI,"18,547",0,"18,547",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101011192,مؤسسة مواد النخبة للتجارة,"18,113",0,"18,113",0,45957,-,-,-,-
قطاع الإسكان,إسكان العاقول 300,موردين,,A.K.27-10,2101010724,شركة هيلتي العربية السعودية لادوات البناء,"15,206",0,"15,206",0,45957,-,-,-,-
قطاعات أخرى,فاتورة ضريبية,موردين,,A.K.27-10,2101011203,شركة اسطول المدن لنقل المياة,"5,681",0,"5,681",0,45957,-,-,-,-
قطاع الإسكان,مشاريع الاسكان,عهدة,,24,1109010058,طلب عهدة - محمد عبد العزيز,"15,000","15,000",0,0,45955,45958,45958,45958,426-10-28
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,,89,5104000094,سداد فاتورة رقم 251016035572,"4,212","4,212",0,0,45958,45958,45958,45958,243-10-28
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,,89,5104000094,سداد فاتورة رقم 251016035845,"5,081","5,081",0,0,45958,45958,45958,45958,243-10-28
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,212,5104000094,فاتورة رقم 251016035178,"1,143","1,143",0,0,45958,45958,45958,45958,143-10-28
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,329,5104000011,محمد صبحي عبدالرحمن,"9,110","9,110",0,0,45958,45992,45992,46001,355-12-1
قطاع التحلية,واحة التحلية برابغ,موردين,,449,2101011168,كنداسة لخدمات المياه,"1,957","1,957",0,0,45958,45958,45958,45958,321-10-28
قطاع التحلية,واحة التحلية برابغ,موردين,,449,2101011173,مصنع الربيع الطبيعي لتعبئة المياه,690,690,0,0,45958,45958,45958,45958,321-10-28
قطاع التحلية,واحة التحلية برابغ,موردين,,449,2101011113,مؤسسة بروج العز للمقاولات,"5,090","5,090",0,0,45958,45958,45958,45958,321-10-28
قطاع الإسكان,مشاريع الإسكان,موردين,,40,2101010530,مؤسسة الفريدة المتحدة التجارية,"3,574","3,574",0,0,45959,45967,45967,45967,1208-11-6
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,,235,-,مؤسسة رواحل الابداع للهيدروليك,"2,875",0,"2,875",0,45959,-,-,-,-
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,90,5104000007,سداد فاتورة رقم 30057837188,649,649,0,0,45959,45964,45964,45964,408-11-3
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,90,5104000007,سداد فاتورة رقم 30050715871,"1,284","1,284",0,0,45959,45964,45964,45964,408-11-3
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,90,5104000007,سداد فاتورة رقم 30004347416,359,359,0,0,45959,45964,45964,45964,408-11-3
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,90,5104000007,سداد فاتورة رقم 30012764469,"1,148","1,148",0,0,45959,45964,45964,45964,408-11-3
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,90,5104000007,سداد فاتورة رقم 30012764478,756,756,0,0,45959,45964,45964,45964,408-11-3
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,90,5104000007,سداد فاتورة رقم 30012764487,432,432,0,0,45959,45964,45964,45964,408-11-3
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,90,5104000007,سداد فاتورة رقم 30078941704,258,258,0,0,45959,45964,45964,45964,408-11-3
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,90,5104000007,سداد فاتورة رقم 30078941713,347,347,0,0,45959,45964,45964,45964,408-11-3
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,مقاولين الباطن,,234,2103011573,مؤسسة سعود جمال الحداد لتأجير المعدات,"6,369",,0,"6,369",45959,45964,,,408-11-3 ® REM
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,مقاولين الباطن,,234,2103011484,مؤسسة امل صالح بن هادى اليامى ,"7,541",,0,"7,541",45959,45964,,,408-11-3 ® REM
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,مقاولين الباطن,,234,2103011185,مؤسسة محسن مانع ال باحش لتأجير المعدات ,"4,246",,0,"4,246",45959,45964,,,408-11-3 ® REM
قطاع الإسكان,إسكان الأصالة الرياض,موردين,,WA,2101010948,شركة عمران نجد للصناعة ,"146,729","146,729",0,0,45959,45959,45959,45959,920-10-29
قطاع التحلية,الصبة الخرسانية تحلية جازان,عهدة,,78,1109010035,طلب عهدة - م وجدي عبدالواحد,"9,000","9,000",0,0,45959,45959,45960,45960,334-10-29
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,213,5104000094,فاتورة رقم  251016037255                                                  ,"3,325","3,325",0,0,45959,45959,45959,45959,138-10-29
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,213,5104000094,فاتورة رقم  251016037365                                                  ,"1,398","1,398",0,0,45959,45959,45959,45959,138-10-29
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,213,5104000094,فاتورة رقم  251016037404                                                  ,"2,235","2,235",0,0,45959,45959,45959,45959,138-10-29
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,213,5104000094,فاتورة رقم  251016037575                                                  ,"2,201","2,201",0,0,45959,45959,45959,45959,138-10-29
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,213,5104000094,فاتورة رقم  251016037597                                                  ,975,975,0,0,45959,45959,45959,45959,138-10-29
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.29-10,2103011599,شركة نظم اثاث الرياض للاعمال الخشبية,"46,770","46,770",0,0,45959,45959,45959,45959,1209-10-29
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.29-10,2103011617,شركة ساب المميزة المحدودة,"34,339","34,339",0,0,45959,45959,45959,45959,1209-10-29
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.29-10,2101010301,شركة المنارة للوحات الكهربائية,"29,475","29,475",0,0,45959,45959,45959,45959,1209-10-29
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.29-10,2101010964,الشركة الوطنية للجبس,"15,482","15,482",0,0,45959,45959,45959,45959,1209-10-29
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.29-10,2101010166,شركة مركز السيد لمواد التكييف والتبريد,"14,168","14,168",0,0,45959,45959,45959,45959,1209-10-29
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.29-10,2101010059,شركة مصدر لمواد النجارة,"11,067","11,067",0,0,45959,45959,45959,45959,1209-10-29
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.29-10,2101010653,شركة حديد الشفق للتجارة,"7,189","7,189",0,0,45959,45959,45959,45959,1209-10-29
قطاعات أخرى,فندق مكة,مقاولين الباطن,,AB.W,2103010902,مؤسسة ناصر جميل الشريف,"18,525","18,525",0,0,45959,45962,45962,45962,101-11-1
قطاعات أخرى,فندق مكة,مقاولين الباطن,,AB.W,2103011616,مؤسسة اوتاد الصخرة للمقاولات العامة,"8,055","8,055",0,0,45959,45962,45962,45962,101-11-1
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,,WA,2101020005,مؤسسة ألمنيوم العاصمة مبارك الدوسري,"30,000","30,000",0,0,45957,45958,45958,45958,510-10-28
قطاع التحلية,واحة التحلية برابغ,موردين,,WA,2101010653,شركة حديد الشفق للتجارة,805,805,0,0,45958,45958,45958,45958,236-10-28
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,,WA,-,محمد فيصل السر محمد,800,800,0,0,45958,45958,45958,45958,1021-10-28
قطاعات أخرى,أونكس ألمونيوم الإسكان,عهدة,,WA,1101000012,طلب عهدة - اسامة موسى ( بلة قرشي ),"10,000","10,000",0,0,45958,45958,45958,45958,1024-10-28
قطاعات أخرى,أونكس ألمونيوم الإسكان,موردين,,WA,2101020028,شركة صالح عبدالله الراجحي وشركاه للألمنيوم,"8,500","8,500",0,0,45958,45958,45958,45958,1154-10-28
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.30-10,2101011209,مصنع زين وان للصناعة,"42,780","42,780",0,0,45960,45960,45960,45960,849-10-30
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.30-10,2101010050,دهانات الجزيرة,"15,733","15,733",0,0,45960,45960,45960,45960,849-10-30
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.30-10,2101011210,المهندسون العرب الدولية,"8,418","8,418",0,0,45960,45960,45960,45960,849-10-30
قطاع التحلية,واحة التحلية برابغ,موردين,,450,2101011132,شركة شموخ الورد الحديثة المحدودة,"3,550","3,550",0,0,45960,45960,45960,45960,159-10-30
قطاع التحلية,واحة التحلية برابغ,موردين,,450,2101011173,مصنع الربيع الطبيعي لتعبئة المياه,"1,610","1,610",0,0,45960,45960,45960,45960,159-10-30
قطاع التحلية,واحة التحلية برابغ,سدادات,,454,1125010003,عبدالرحمن عابد عتيق الجحدلي,"4,000","4,000",0,0,45960,45960,45960,45960,159-10-30
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,452,2103011266,مؤسسة روعة الامثال للمقاولات العامة,"16,316","16,316",0,0,45960,45960,45960,45960,159-10-30
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,452,2101011113,مؤسسة بروج العز للمقاولات,"9,457","9,457",0,0,45960,45960,45960,45960,159-10-30
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,WA,2103011514,شركة بدائل التقنية للصناعة,"95,007","95,007",0,0,45960,45960,45960,45960,159-10-30
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,214,5104000094,فاتورة رقم 251016041333,"2,251","2,251",0,0,45962,45962,45962,45962,239-11-1
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,214,5104000094,فاتورة رقم 251016041444,"2,264","2,264",0,0,45962,45962,45962,45962,239-11-1
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,214,5104000094,فاتورة رقم 251016041549,"1,352","1,352",0,0,45962,45962,45962,45962,239-11-1
قطاع التحلية,واحة التحلية برابغ,عهدة,,0,1101000002,طلب عهدة - محمد السبع,"10,000","10,000",0,0,45962,45962,45962,45962,923-11-1
قطاع التحلية,واحة التحلية برابغ,موردين,,WA,2101010760,الشركة العربية للتشييد والبناء - خرسانة مسلحة,"15,000","15,000",0,0,45962,45962,45962,45962,836-11-1
قطاعات أخرى,فندق مكة,مقاولين الباطن,,AB.W,2103011549,مؤسسة سمو المتحدة للمقاولات المعمارية,"23,972","23,972",0,0,45960,45962,45962,45962,101-11-1
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,موردين,,61,2101010965,شركة عبدالكريم عبدالله المنصور للاستشارات الهندسية,"17,741","17,741",0,0,45960,45964,45964,45964,324-11-3
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سدادات,,61,1125010003,أسم المؤجر - نصار بن علي محمد البقشي,"27,500","27,500",0,0,45960,45964,45964,46002,324-11-3
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,موردين,,0,2101011215,شركة صناعة أنابيب المستقبل المحدودة,"82,955","82,955",0,0,45960,45964,45964,45964,424-11-3
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,موردين,,0,2101011212,مؤسسة سما الاتفاق التجارية,"8,625","8,625",0,0,45960,45964,45964,45964,504-11-3
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,موردين,,0,2101011213,مؤسسة مبارك سلامة للتجارة,"19,399","19,399",0,0,45960,45964,45964,45965,504-11-3
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,موردين,,0,2101010768,شركة مصدر للتجهيزات الفنية,"13,945","13,945",0,0,45960,45964,45964,45964,504-11-3
قطاعات أخرى,الأعمال الكهروميكانيكية جازان,موردين,,0,2101011214,شركة الحويس للتجارة,"6,158","6,158",0,0,45964,45964,45964,45964,504-11-3
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,,66,2103011407,مؤسسة زينة العربية للمقاولات العامة,"33,341","33,341",0,0,45960,45973,45973,45974,217-11-12
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,,66,2103011407,مؤسسة زينة العربية للمقاولات العامة,"50,000","50,000",0,0,45960,45964,45964,45964,324-11-3
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,,91,5104000094,فاتورة رقم 251016038564,"16,944","16,944",0,0,45960,45962,45962,45962,131-11-1
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,,65,2103011536,شركة مسعود ناصر الدوسري للمقاولات العامه,"42,141","42,141",0,0,45955,45973,45973,45974,217-11-12
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,,65,2101011129,شركة مسعود ناصر الدوسري للنقليات,"45,687","45,687",0,0,45955,45964,45964,45964,324-11-3
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,مقاولين الباطن,,65,2101010851,مؤسسة محمد صالح العمران ,"11,983",,0,"11,983",45955,,,,
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.1-11,2101010074,شركة مدار لمواد البناء المحدودة,"17,539","17,539",0,0,45962,45962,45962,45962,122-11-1
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.1-11,2101011211,شركة الثابت المتقدمة,"9,400","9,400",0,0,45962,45962,45962,45962,122-11-1
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,موردين,,61,2101010945,محطة اوكتين للوقود (شركة هلا التجارية ),"9,000","9,000",0,0,45962,45962,45962,45962,131-11-1
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,,91,5104000094,سداد فاتورة رقم 251016038832,"7,685","7,685",0,0,45962,45962,45962,45962,458-11-1
قطاع التحلية,واحة التحلية برابغ,موردين,,P.O,2101010872,مؤسسة افاق الديار للرخام والحجر والسيراميك,"54,407","54,407",0,0,45963,45963,45963,45964,1017-11-2
قطاع التحلية,واحة التحلية برابغ,موردين,,480,2101011174,مؤسسة الشامخ الحديث للمقاولات العامة,"6,279",,0,"6,279",45995,,,,
قطاع التحلية,واحة التحلية برابغ,موردين,,455,2101011174,مؤسسة الشامخ الحديث للمقاولات العامة,"3,534","3,534",0,0,45963,45963,45963,45964,1017-11-2
قطاع التحلية,واحة التحلية برابغ,مقاولين الباطن,,451,2103011493,شركة الطريق الصعب للمقاولات,"25,565","25,565",0,0,45963,45963,45963,45964,1017-11-2
قطاع التحلية,واحة التحلية برابغ,عهدة,,325,1101000011,طلب عهدة - جمعة روبي,"40,000","40,000",0,0,45963,45963,45963,45964,1017-11-2
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.2-11,2101010422,شركة الفانوس للتجارة القابضة,"70,391","70,391",0,0,45963,45963,45963,45964,1017-11-2
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.2-11,2101011136,شركة الفانوس الحديث للتجارة,"70,391","70,391",0,0,45963,45963,45963,45964,1017-11-2
قطاع التحلية,واحة التحلية برابغ,موردين,,A.K.2-11,2101010166,شركة مركز السيد لمواد التكييف والتبريد,"20,743","20,743",0,0,45963,45963,45963,45963,1017-11-2
قطاع التحلية,الصبة الخرسانية تحلية جازان,موردين,,83,2101010936,شركة مسارات الإنتاج الصناعية,"13,000","13,000",0,0,45963,45965,45965,45965,217-11-2
قطاع المصانع,مصنع أبواب مشاريع الإسكان بجدة,عهدة,,O.J.2-11,1101000013,طلب عهدة - محمود سعفان,"8,500","8,500",0,0,45963,45966,45966,45967,234-11-5
